,Unnamed: 0,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm
0,0,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/1/2022 12:15:00 AM -05:00,165.8,0.0,100.0,165.0,0.0,170.0,139.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
2,2,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/1/2022 1:15:00 AM -05:00,165.8,0.0,100.0,165.0,0.0,170.0,137.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
4,4,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/1/2022 2:15:00 AM -05:00,165.8,0.0,100.0,165.0,0.0,170.0,137.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
6,6,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/2/2022 9:00:00 AM -05:00,165.8,0.0,100.0,165.0,0.0,170.0,137.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
8,8,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/2/2022 12:00:00 PM -05:00,165.7,0.0,100.0,165.0,0.0,170.0,137.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
10,10,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/2/2022 1:00:00 PM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,137.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
12,12,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/2/2022 2:00:00 PM -05:00,166.6,0.0,100.0,165.0,0.0,170.0,137.6,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
14,14,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/3/2022 12:15:00 AM -05:00,166.2,0.0,100.0,165.0,0.0,170.0,137.7,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
16,16,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/3/2022 8:30:00 AM -05:00,166.0,0.0,100.0,165.0,0.0,170.0,137.6,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
18,18,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/3/2022 4:45:00 PM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,137.8,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
20,20,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/3/2022 10:00:00 PM -05:00,166.2,0.0,100.0,165.0,0.0,170.0,138.0,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
22,22,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/4/2022 1:15:00 AM -05:00,167.1,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
24,24,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/4/2022 6:45:00 AM -05:00,166.9,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
26,26,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/5/2022 5:30:00 AM -05:00,167.1,0.0,100.0,165.0,0.0,170.0,138.9,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
28,28,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/5/2022 12:30:00 PM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,139.0,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
30,30,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/5/2022 5:15:00 PM -05:00,167.5,0.0,100.0,165.0,0.0,170.0,138.9,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
32,32,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/6/2022 12:45:00 PM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
34,34,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/6/2022 6:15:00 PM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
36,36,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/7/2022 8:45:00 AM -05:00,167.1,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
38,38,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/7/2022 2:15:00 PM -05:00,166.9,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
40,40,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/7/2022 7:45:00 PM -05:00,165.2,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
42,42,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/8/2022 1:15:00 AM -05:00,168.2,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
44,44,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/8/2022 3:30:00 AM -05:00,166.9,0.0,100.0,165.0,0.0,170.0,138.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
46,46,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/8/2022 9:00:00 AM -05:00,166.2,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
48,48,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/8/2022 12:15:00 PM -05:00,166.2,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
50,50,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/9/2022 2:30:00 AM -05:00,167.1,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
52,52,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/9/2022 4:45:00 AM -05:00,167.8,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
54,54,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/9/2022 7:00:00 AM -05:00,167.6,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
56,56,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/9/2022 11:30:00 PM -05:00,165.7,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
58,58,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/11/2022 11:00:00 AM -05:00,165.8,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
60,60,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/11/2022 2:15:00 PM -05:00,166.4,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
62,62,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/12/2022 2:15:00 AM -05:00,166.6,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
64,64,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/13/2022 11:15:00 AM -05:00,166.2,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
66,66,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/13/2022 1:30:00 PM -05:00,167.6,0.0,100.0,165.0,0.0,170.0,138.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
68,68,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/14/2022 8:30:00 AM -05:00,166.1,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
70,70,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/14/2022 11:45:00 AM -05:00,165.8,0.0,100.0,165.0,0.0,170.0,138.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
72,72,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/14/2022 3:00:00 PM -05:00,167.2,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
74,74,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/14/2022 6:15:00 PM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
76,76,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/15/2022 5:00:00 AM -05:00,166.5,0.0,100.0,165.0,0.0,170.0,138.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
78,78,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/15/2022 9:15:00 AM -05:00,167.3,0.0,100.0,165.0,0.0,170.0,138.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
80,80,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/15/2022 3:45:00 PM -05:00,167.3,0.0,100.0,165.0,0.0,170.0,138.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
82,82,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/15/2022 8:00:00 PM -05:00,167.3,0.0,100.0,165.0,0.0,170.0,137.9,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
84,84,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/15/2022 11:15:00 PM -05:00,166.5,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
86,86,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/16/2022 10:00:00 AM -05:00,166.1,0.0,100.0,165.0,0.0,170.0,138.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
88,88,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/16/2022 2:15:00 PM -05:00,166.8,0.0,100.0,165.0,0.0,170.0,138.0,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
90,90,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/16/2022 6:30:00 PM -05:00,166.5,0.0,100.0,165.0,0.0,170.0,138.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
92,92,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/17/2022 10:30:00 AM -05:00,165.4,0.0,100.0,165.0,0.0,170.0,138.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
94,94,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/17/2022 5:00:00 PM -05:00,166.6,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
96,96,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/17/2022 8:15:00 PM -05:00,165.4,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
98,98,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/18/2022 7:00:00 AM -05:00,165.2,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
100,100,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/19/2022 6:00:00 AM -05:00,167.2,0.0,100.0,165.0,0.0,170.0,138.8,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
102,102,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/19/2022 6:30:00 PM -05:00,165.2,0.0,100.0,165.0,0.0,170.0,138.9,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
104,104,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/20/2022 4:30:00 AM -05:00,165.3,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
106,106,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/20/2022 10:00:00 AM -05:00,165.7,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
108,108,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/20/2022 1:15:00 PM -05:00,166.1,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
110,110,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/20/2022 4:30:00 PM -05:00,165.8,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
112,112,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/20/2022 7:45:00 PM -05:00,165.7,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
114,114,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/21/2022 10:30:00 PM -05:00,166.0,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
116,116,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/22/2022 2:45:00 AM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,138.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
118,118,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/23/2022 5:15:00 AM -05:00,165.4,0.0,100.0,165.0,0.0,170.0,137.8,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
120,120,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/25/2022 7:15:00 AM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
122,122,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/25/2022 9:15:00 PM -05:00,166.2,0.0,100.0,165.0,0.0,170.0,138.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
124,124,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/26/2022 12:30:00 AM -05:00,166.2,0.0,100.0,165.0,0.0,170.0,138.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
126,126,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/27/2022 11:00:00 AM -05:00,165.8,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
128,128,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/27/2022 4:30:00 PM -05:00,166.4,0.0,100.0,165.0,0.0,170.0,138.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
130,130,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/27/2022 6:45:00 PM -05:00,166.1,0.0,100.0,165.0,0.0,170.0,138.7,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
132,132,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/27/2022 9:00:00 PM -05:00,166.5,0.0,100.0,165.0,0.0,170.0,138.7,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
134,134,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/27/2022 11:15:00 PM -05:00,166.4,0.0,100.0,165.0,0.0,170.0,138.6,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
136,136,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,1/29/2022 7:45:00 AM -05:00,165.6,0.0,100.0,165.0,0.0,170.0,138.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
